Timestamp,Balance,GBPUSD,EURUSD,Total,Returns,Equity,Drawdown
2014-01-01 00:00:02.826000,10000.0,0.0,0.0,10000.0,,,
2014-01-01 00:00:02.826000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:04.384000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:04.384000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:05.737000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:05.737000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:07.161000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:07.161000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:08.460000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:08.460000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:10.006000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:10.006000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:11.352000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:11.352000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:12.692000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:12.692000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:14.090000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:14.090000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:15.573000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:15.573000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:16.840000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:16.840000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:18.314000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:18.314000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:19.702000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:19.702000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:21.056000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:21.056000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:22.488000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:22.488000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:23.821000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:23.821000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:25.324000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:25.324000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:26.640000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:26.640000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:27.992000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:27.992000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:29.473000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:29.473000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:30.909000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:30.909000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:32.306000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:32.306000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:33.715000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:33.715000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:35.093000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:35.093000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:36.412000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:36.412000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:37.903000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:37.903000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:39.313000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:39.313000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:40.643000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:40.643000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:42.072000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:42.072000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:43.331000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:43.331000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:44.715000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:44.715000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:46.140000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:46.140000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:47.349000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:47.349000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:48.755000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:48.755000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:50.135000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:50.135000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:51.650000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:51.650000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:53.190000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:53.190000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:54.491000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:54.491000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:55.736000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:55.736000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:57.044000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:57.044000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:58.366000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:58.366000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:59.847000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2014-01-01 00:00:59.847000,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
